timestamp;buyer;seller;symbol;currency;price;quantity
0;;SUBMISSION;VELVETFRUIT_EXTRACT;XIRECS;5293.0;42
0;;SUBMISSION;VELVETFRUIT_EXTRACT;XIRECS;5293.0;22
0;;SUBMISSION;VEV_5000;XIRECS;293.0;14
0;;SUBMISSION;VEV_5000;XIRECS;293.0;7
0;;SUBMISSION;VEV_5100;XIRECS;199.0;14
0;;SUBMISSION;VEV_5100;XIRECS;199.0;7
0;;SUBMISSION;VEV_5200;XIRECS;118.0;7
0;;SUBMISSION;VEV_5200;XIRECS;117.0;14
0;;SUBMISSION;VEV_5300;XIRECS;57.0;14
0;;SUBMISSION;VEV_5300;XIRECS;57.0;7
100;;SUBMISSION;VELVETFRUIT_EXTRACT;XIRECS;5294.0;16
100;;SUBMISSION;VELVETFRUIT_EXTRACT;XIRECS;5293.0;37
100;;SUBMISSION;VEV_5000;XIRECS;297.0;4
100;;SUBMISSION;VEV_5000;XIRECS;294.0;7
100;;SUBMISSION;VEV_5000;XIRECS;293.0;20
100;;SUBMISSION;VEV_5100;XIRECS;202.0;4
100;;SUBMISSION;VEV_5100;XIRECS;200.0;7
100;;SUBMISSION;VEV_5100;XIRECS;199.0;20
100;;SUBMISSION;VEV_5200;XIRECS;119.0;4
100;;SUBMISSION;VEV_5200;XIRECS;118.0;20
100;;SUBMISSION;VEV_5200;XIRECS;118.0;7
100;;SUBMISSION;VEV_5300;XIRECS;58.0;4
100;;SUBMISSION;VEV_5300;XIRECS;57.0;10
100;;SUBMISSION;VEV_5300;XIRECS;57.0;8
200;;SUBMISSION;VELVETFRUIT_EXTRACT;XIRECS;5294.0;20
200;;SUBMISSION;VELVETFRUIT_EXTRACT;XIRECS;5293.0;42
200;;SUBMISSION;VEV_5000;XIRECS;294.0;14
200;;SUBMISSION;VEV_5000;XIRECS;294.0;6
200;;SUBMISSION;VEV_5100;XIRECS;200.0;6
200;;SUBMISSION;VEV_5100;XIRECS;199.0;14
200;;SUBMISSION;VEV_5200;XIRECS;118.0;14
200;;SUBMISSION;VEV_5200;XIRECS;118.0;6
200;;SUBMISSION;VEV_5300;XIRECS;57.0;14
200;;SUBMISSION;VEV_5300;XIRECS;57.0;7
300;;SUBMISSION;VELVETFRUIT_EXTRACT;XIRECS;5294.0;21
300;;SUBMISSION;VEV_5000;XIRECS;294.0;7
300;;SUBMISSION;VEV_5000;XIRECS;293.0;18
300;;SUBMISSION;VEV_5100;XIRECS;200.0;7
300;;SUBMISSION;VEV_5100;XIRECS;199.0;18
300;;SUBMISSION;VEV_5200;XIRECS;118.0;18
300;;SUBMISSION;VEV_5200;XIRECS;118.0;7
300;;SUBMISSION;VEV_5300;XIRECS;57.0;19
300;;SUBMISSION;VEV_5300;XIRECS;57.0;8
400;;SUBMISSION;VEV_5000;XIRECS;293.0;11
400;;SUBMISSION;VEV_5000;XIRECS;292.0;13
400;;SUBMISSION;VEV_5100;XIRECS;199.0;11
400;;SUBMISSION;VEV_5100;XIRECS;198.0;13
400;;SUBMISSION;VEV_5200;XIRECS;117.0;13
400;;SUBMISSION;VEV_5200;XIRECS;117.0;11
400;;SUBMISSION;VEV_5300;XIRECS;57.0;19
400;;SUBMISSION;VEV_5300;XIRECS;57.0;9
500;;SUBMISSION;VEV_5000;XIRECS;293.0;8
500;;SUBMISSION;VEV_5000;XIRECS;292.0;18
500;;SUBMISSION;VEV_5100;XIRECS;198.0;18
500;;SUBMISSION;VEV_5100;XIRECS;198.0;8
500;;SUBMISSION;VEV_5200;XIRECS;117.0;18
500;;SUBMISSION;VEV_5200;XIRECS;117.0;8
500;;SUBMISSION;VEV_5300;XIRECS;57.0;16
500;;SUBMISSION;VEV_5300;XIRECS;57.0;10
600;;SUBMISSION;VEV_5000;XIRECS;293.0;7
600;;SUBMISSION;VEV_5000;XIRECS;292.0;13
600;;SUBMISSION;VEV_5100;XIRECS;199.0;7
600;;SUBMISSION;VEV_5100;XIRECS;198.0;13
600;;SUBMISSION;VEV_5200;XIRECS;117.0;13
600;;SUBMISSION;VEV_5200;XIRECS;117.0;7
600;;SUBMISSION;VEV_5300;XIRECS;57.0;20
600;;SUBMISSION;VEV_5300;XIRECS;57.0;9
700;;SUBMISSION;VEV_5000;XIRECS;294.0;8
700;;SUBMISSION;VEV_5000;XIRECS;293.0;12
700;;SUBMISSION;VEV_5100;XIRECS;199.0;12
700;;SUBMISSION;VEV_5100;XIRECS;199.0;8
700;;SUBMISSION;VEV_5200;XIRECS;118.0;12
700;;SUBMISSION;VEV_5200;XIRECS;118.0;8
700;;SUBMISSION;VEV_5300;XIRECS;57.0;18
700;;SUBMISSION;VEV_5300;XIRECS;57.0;5
800;;SUBMISSION;VEV_5000;XIRECS;295.0;6
800;;SUBMISSION;VEV_5000;XIRECS;294.0;22
800;;SUBMISSION;VEV_5100;XIRECS;201.0;6
800;;SUBMISSION;VEV_5100;XIRECS;200.0;22
800;;SUBMISSION;VEV_5200;XIRECS;119.0;22
800;;SUBMISSION;VEV_5200;XIRECS;119.0;6
