product,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MORNING_BREATH,PANEL_1X2,PANEL_1X4,PANEL_2X2,PANEL_2X4,PANEL_4X4,PEBBLES_L,PEBBLES_M,PEBBLES_S,PEBBLES_XL,PEBBLES_XS,ROBOT_DISHES,ROBOT_IRONING,ROBOT_LAUNDRY,ROBOT_MOPPING,ROBOT_VACUUMING,SLEEP_POD_COTTON,SLEEP_POD_LAMB_WOOL,SLEEP_POD_NYLON,SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,SNACKPACK_CHOCOLATE,SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY,SNACKPACK_STRAWBERRY,SNACKPACK_VANILLA,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_SPACE_GRAY,TRANSLATOR_VOID_BLUE,UV_VISOR_AMBER,UV_VISOR_MAGENTA,UV_VISOR_ORANGE,UV_VISOR_RED,UV_VISOR_YELLOW
GALAXY_SOUNDS_BLACK_HOLES,1.0,0.00010893424446686614,0.0012020852702475011,0.0019372559984221342,0.00895500335747084,0.0006028775181277303,0.0035865453509374883,-0.005749391716074912,0.0156084080865388,0.008391382483255744,0.01325094434660796,0.021564044940340546,0.01603134787632035,0.007924905244874318,0.0024029050158317394,0.0036052991159773538,0.0032006090176466225,0.001672212309835031,-0.00738719450455095,0.005190267371859631,0.001870881170518482,-0.00011202110644646066,0.002420344686059387,-0.0010273643362117045,-0.004752107241236587,0.0011990112216646509,0.0015715848483473375,0.0009773403859631399,0.004081404655998629,0.0024065476355393583,0.009003570077688518,0.0025583170794772985,0.004039490886120226,0.008026330891120885,0.004248411694840255,0.01884728807288084,0.016401378041555278,0.012008286902142937,0.010175541151469644,0.007298917941190422,0.013102994539140812,0.0014494051757315035,0.015094093148295571,0.00016966527919266144,0.013801291015384291,0.005261073570582822,0.013720237551172814,0.0032707989001488,0.0016949812820621288,-0.00047149511014441756
GALAXY_SOUNDS_DARK_MATTER,0.00010893424446686614,1.0,0.007440914732438996,0.00448240673633859,-0.0012797463822740794,0.003535257859472177,-0.0031037044610223493,0.002299657389796747,0.0015359595593461442,0.00020351835903991528,0.0038672887364665657,0.01223859786977713,0.01409083453791147,0.008199908615750212,0.006316600486214095,0.008172498038640022,0.007472995194245151,0.0023327383400000806,0.01800945676624311,-0.0021851512169439855,0.007222728576641369,0.002234530242152969,0.004889546096230307,-0.008827784410820605,0.0013447099614395928,0.003807162866672056,-0.0021478244780024154,0.006307308746379377,0.0073910369071801115,0.008451070220392515,0.008560531438669266,-0.0011692778342266604,-0.0002630157926279149,0.001879348815712731,0.010857194356344047,0.017325474932290478,0.012301162150779015,0.012050475822193495,0.01125542748836114,0.012435305311772588,0.006135800184744102,0.0019391624526455436,-0.004050091703889657,0.0008604681148002051,0.007617974456641159,0.009364544206104525,0.001461148208505171,0.004094203218461397,0.015792253379179395,0.017331170331781536
GALAXY_SOUNDS_PLANETARY_RINGS,0.0012020852702475011,0.007440914732438996,1.0,0.012982075169790898,0.00017962260869420067,0.006133564624844944,-0.0025443017548045133,1.0954808116931801e-05,0.0047424351404386535,-0.005611772733334746,0.011935473849264872,0.005707931741348817,0.009407778965083526,0.007643985049115488,0.005173590706659887,-0.003013734592095259,0.0012761930265602769,0.0028204353229025324,0.008262039627682936,0.004732201662030598,0.0022940686497391906,0.0023900245192196054,-0.009455454323115767,-0.001966982119659578,0.012176984713285748,-0.0011870833534673095,-0.002252487842770134,0.007005480226029119,-0.0014287737617380586,0.00595716924313131,0.009319452274154894,0.0058217514780690115,0.007268290521832338,0.011055857900201508,-0.005895930596135986,0.015564744181693112,0.025389608682273357,0.0018977835320018205,0.02019677377428373,0.009073005625501012,0.0006672511491051818,0.007958643738073385,0.004790819249205292,0.006454435203364477,0.010702772949660815,0.0003209259375453444,0.0036869099144088177,-0.001364419143284778,0.010113957676513527,0.006104988765923172
GALAXY_SOUNDS_SOLAR_FLAMES,0.0019372559984221342,0.00448240673633859,0.012982075169790898,1.0,0.004031101496080452,-0.003434092052540792,-0.000759682026166038,-0.0032473111401689525,0.003458715799584654,-0.002736530377790118,0.005133423450036077,0.010943309139943591,-0.0026844734443967795,-0.0023083074491276794,0.008389532863056949,0.009480293142796381,0.003171118274482149,0.009837831234558506,0.013983192915422616,-0.00019606116152708943,0.0008204213231828583,0.009876831073804876,-0.00984548960188373,-0.0007513074801726494,0.004355601835335843,0.00021507690504474536,0.004066916892831976,0.0029857109675853425,0.004010353338210832,0.006836323107392824,0.001624438648465977,0.007801363824479299,0.006303678077845653,0.005176424514064523,0.0073613208400711465,0.014770456192065852,0.014862810519506633,0.010209287550637639,0.012987138008864467,0.010038860347022213,0.0037471983178695755,0.009759858313039336,0.0033777542225888147,0.0030273765398063117,0.01220654597673608,-0.0011603895171564923,0.00751063411512945,-0.005833398212258591,0.01003123815601801,0.002308826060880092
GALAXY_SOUNDS_SOLAR_WINDS,0.00895500335747084,-0.0012797463822740794,0.00017962260869420067,0.004031101496080452,1.0,0.007229752082563239,0.007055144609964098,-0.005245660228672524,-0.0030923367579900503,-0.0032184632825648027,0.001732674579143657,0.006970896947137795,0.008699452805087554,0.006416993010089667,0.013105174238718013,0.0023107748469861703,-0.0003629050962738665,-0.008235842765360317,0.008434310563847082,0.009504461938515901,0.004019472088982806,-0.003561694121462901,-0.016875616153473355,0.010277184956924711,-0.002752742837983096,0.0009887457685997217,0.0008816599679958812,0.012473530745418586,0.003909303271118899,0.0030898216865811266,-0.0017522618954142974,0.005631366523071096,0.005008615289462913,0.010249174943758836,-0.004496420094736688,0.019901726034522844,0.01403148672364468,0.013368598990361748,0.009882856741109834,0.00942756209881295,0.013757491341885753,-0.004972060458468585,0.021515191885204992,-0.00046565021159482506,0.011969149854365231,-0.006704386733333793,0.002510132795019889,-0.0028376647094306676,0.004443164961957811,0.01887074411490816
MICROCHIP_CIRCLE,0.0006028775181277303,0.003535257859472177,0.006133564624844944,-0.003434092052540792,0.007229752082563239,1.0,0.012611716642019453,0.010200857332141289,0.00756666180017206,0.003022331015267468,-0.0005802935177847137,0.0006946341005698511,0.0015387635716533382,0.0030656856231363718,-0.0012849083683379432,-0.0028903509286635457,-0.006050219602616943,0.0052754569400102974,0.005439535812773421,0.003027644562400036,0.0013741774015522475,-0.008624435091180431,0.0031128936789624716,0.005212819485187968,-0.009442987547946117,0.0005753777990435574,-0.01030400296493401,0.003976583728067513,0.000665574305503064,-0.00044599426198419683,-0.003660569974881909,-0.007233482883290448,0.0006981299372235118,-0.011980697979161096,-0.006203951341205096,0.0005644389214186844,-0.00448387946253215,0.009167462844189997,-0.008342521368065011,0.0013570441159911544,-0.004142799090820159,-0.006817416292482948,-0.0038952894704778,0.004072002504994939,-0.0019612167459450423,0.0068424118650101725,0.002065380448209231,-0.0021329040732163945,-0.006110169308237595,-0.0016342336729592395
MICROCHIP_OVAL,0.0035865453509374883,-0.0031037044610223493,-0.0025443017548045133,-0.000759682026166038,0.007055144609964098,0.012611716642019453,1.0,0.0025125217050377866,0.00493629900908528,0.0018046384270667534,-0.011801957676955174,0.004727292341649087,0.006987624936227318,0.0017286650998639204,-0.010396107419980741,-0.004807760316577228,-0.0034829757919893657,0.0041907003227865764,-0.0029798439515509685,-0.003495916669316677,-0.0014418552028624683,0.004156630816349686,-0.0063478152580694865,0.002615066876410557,0.0006305245135255583,-0.005130888869737837,0.014822944100649035,0.01098310829614273,0.008366223265878157,-0.0032575008059725487,-0.00889169703940156,0.00863992005640617,0.006207123901950807,0.0021154244500609714,0.0017789917527006598,0.001527223438584369,0.00024340155823111056,-0.002098315542057863,5.100640135624469e-06,-0.0023221455178202696,8.356281393297887e-06,-0.0014400975365412708,-0.0003182432932526558,0.004531761244581023,-0.000684630572570113,0.004975381706436955,-0.004041831797164849,-0.004050047629443356,-0.0016193936563070363,-0.013026249879770661
MICROCHIP_RECTANGLE,-0.005749391716074912,0.002299657389796747,1.0954808116931801e-05,-0.0032473111401689525,-0.005245660228672524,0.010200857332141289,0.0025125217050377866,1.0,0.006181997196042742,0.00535199544632917,0.0028210548788371727,-0.007495927285696827,0.000631133542059863,-0.012401792567594907,-0.005523430223185395,-0.004799018927286796,-0.0017004556307839873,0.004674587152899316,-0.003431182601124831,-0.006547064723871292,-0.006218868943174639,0.004879550118357546,-0.0040752346361376595,0.0032673080013477874,0.002496887653709345,-0.005384548043934677,-0.0066833791553123825,-0.002051620188541394,-0.009107262626680145,0.009186206513726041,-0.006233318703873125,0.0010870547789967552,0.0002541706532767355,0.009014243696092421,-0.000658022896805557,0.0018488364027961584,-0.006706324919579175,0.004003154940005155,-0.006423721777981436,-0.003417249627352629,-0.004168633718939953,-0.0037838795994222622,-0.003293774150299462,-0.003977710844669961,0.005569602105457652,0.006925725660507482,-0.001331202972463699,-0.0006640908042285572,-0.0036555373288544484,-0.0033577707979051677
MICROCHIP_SQUARE,0.0156084080865388,0.0015359595593461442,0.0047424351404386535,0.003458715799584654,-0.0030923367579900503,0.00756666180017206,0.00493629900908528,0.006181997196042742,1.0,0.007517983951596284,0.002445047734115349,-0.004121312676722244,0.009472076294965881,-0.0008394261851774031,-0.0013476469799238487,-0.0020616099245945626,-0.0034693291276112347,-0.0005803002909662623,-0.0032453358678987327,0.004183980126238484,0.002754455011844891,0.00044963075374204563,-0.005618683219868219,-0.0037036454148071276,0.008784367286606191,-0.002750810839333513,-0.004224862268679292,0.000583356573931212,0.002802497749614797,-0.0050959770938979135,-0.004894017884897656,-0.003151358007458803,-0.011792470829705689,0.008401143010257794,-0.0011546791836191685,0.007382076621694703,0.001988283706896912,-0.002073411252214713,0.005386648948383711,-0.007575608148310076,0.0016841054006611798,0.0008614433331397263,0.002141571022979801,0.01065919899083318,-0.0033246607694625945,0.0026980738100713234,0.0011205126219533577,-0.007767687624028135,0.01031337903270848,0.007357552535913428
MICROCHIP_TRIANGLE,0.008391382483255744,0.00020351835903991528,-0.005611772733334746,-0.002736530377790118,-0.0032184632825648027,0.003022331015267468,0.0018046384270667534,0.00535199544632917,0.007517983951596284,1.0,-0.005008184531585159,0.0018613771835530456,-0.0017820267658139233,0.001537741098388341,-0.0034963473604485377,0.004214513813069937,-0.000763930714427008,0.004994478814508361,0.00425509499291278,-0.0006867063343037919,0.0035473133023031667,-0.0068124616587087825,0.001659190465634552,0.0019519192473646909,-0.004358078653934658,-0.009389565736167222,0.0028638250890696735,-0.00310776217425793,-0.0006778187802817709,-0.008356092210361203,-0.008934583557059953,0.0006319243836623333,-0.0007321313448252278,0.0011722035143962959,0.001984632145795039,-0.011186004250999084,0.0007095932927674415,-0.002319786586934449,0.0020981641794221664,0.009049717929293348,-0.0009956362958014886,-0.007815384257534889,0.0019159585971592085,-0.007157151696847208,-0.003939121383738548,-0.0002444309942695504,-0.0010666587355082583,-0.0020307584945819276,0.0038235699504401486,-0.00556069586995717
