timestamp;buyer;seller;symbol;currency;price;quantity
10100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10010;5
15700;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;10012;2
16400;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;10012;4
20300;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;10006;5
20500;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;10004;3
23300;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9992;2
28500;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9990;5
45800;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9982;2
54600;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9984;3
55000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9982;6
56700;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9988;6
60000;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9992;4
63900;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9990;5
67600;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9988;5
73000;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9984;3
77800;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9986;2
90000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9946;6
93200;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9944;6
96800;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9944;2
102200;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9950;5
105100;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9948;4
106100;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9946;6
108800;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9946;2
125000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9968;4
128500;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9960;5
132000;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9954;3
132900;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9960;2
136800;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9951;5
141700;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9942;2
143600;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9953;4
153400;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9968;4
